Execution_Tracker_Total_Revenue__c	Execution_Tracker_upfront_Comm_Amount__c	LastModifiedDate	CreatedById	Actual_Product_Name__c	Execution_Tracker_Amount__c	Type__c	Execution_Tracker_Trial_Comm_Amount__c	Revenue_Difference__c	Name	CreatedDate	Approve_Action_Plan__c	Action_Plan_Trial_Comm_Amount__c	Action_Plan_Amount__c	IsDeleted	Actual_Commission__c	SystemModstamp	CurrencyIsoCode	Product__c	Remark__c	Execution_Tracker__c	Action_Plan_Upfront_Comm_Amount__c	Commission__c	ET_Remark__c	Execution_Tracker_Actual_Product__c	Id	Action_Amount_Revenue__c	LastModifiedById	Entity__c
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1680	RPP-05659	2013-06-26T06:23:52.000Z	a31200000001A2bAAE	0	1500	false		2013-06-26T06:23:52.000Z	INR	a342000000005RbAAI			180	a3J2000000001PzEAI			a3L2000000009TmEAI	1680	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	19812.5	RPP-05661	2013-06-26T06:23:52.000Z	a31200000001FIIAA2	7312.5	12500	false	a3J2000000001Q2EAI	2013-06-26T06:45:22.000Z	INR	a342000000005ReAAI		a0l200000061FEhAAM	0	a3J2000000001Q2EAI		a342000000005ReAAI	a3L2000000009ToEAI	19812.5	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	1645	RPP-05670	2013-06-26T06:23:52.000Z	a31200000001FHZAA2	585	1000	false	a3J2000000001Q3EAI	2013-06-26T06:45:22.000Z	INR	a342000000005RfAAI		a0l200000061FFQAA2	60	a3J2000000001Q3EAI		a342000000005RfAAI	a3L2000000009TxEAI	1645	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1179.2	RPP-05671	2013-06-26T06:23:52.000Z	a31200000000u7EAAQ	0	1100	false		2013-06-26T06:23:52.000Z	INR	a342000000005RpAAI			79.2	a3J2000000001QFEAY			a3L2000000009TyEAI	1179.2	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	3790.6	RPP-05672	2013-06-26T06:23:52.000Z	a31200000000u7AAAQ	1458.6	2200	false		2013-06-26T06:23:52.000Z	INR	a342000000005QQAAY			132	a3J2000000001OlEAI			a3L2000000009TzEAI	3790.6	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	1179.2	RPP-05675	2013-06-26T06:23:52.000Z	a31200000001FHjAAM	0	1100	false	a3J2000000001QFEAY	2013-06-26T06:45:22.000Z	INR	a342000000005RpAAI		a0l200000061FFGAA2	79.2	a3J2000000001QFEAY		a342000000005RpAAI	a3L2000000009U2EAI	1179.2	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	214.4	RPP-05677	2013-06-26T06:23:52.000Z	a31200000001EHVAA2	0	200	false		2013-06-26T06:23:52.000Z	INR	a342000000005RpAAI			14.4	a3J2000000001QFEAY			a3L2000000009U4EAI	214.4	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1809.5	RPP-05691	2013-06-26T06:23:52.000Z	a31200000000u7BAAQ	643.5	1100	false		2013-06-26T06:23:52.000Z	INR	a342000000005RfAAI			66	a3J2000000001Q3EAI			a3L2000000009UIEAY	1809.5	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1799.6	RPP-05694	2013-06-26T06:23:52.000Z	a31200000001EH7AAM	600.6	1100	false		2013-06-26T06:23:52.000Z	INR	a342000000005RoAAI			99	a3J2000000001QDEAY			a3L2000000009ULEAY	1799.6	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	13828.8	RPP-05702	2013-06-26T06:23:52.000Z	a31200000001FIBAA2	0	12900	false	a3J2000000001QFEAY	2013-06-26T06:45:22.000Z	INR	a342000000005RpAAI		a0l200000061FEoAAM	928.8	a3J2000000001QFEAY		a342000000005RpAAI	a3L2000000009UTEAY	13828.8	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	2067.6	RPP-05706	2013-06-26T06:23:52.000Z	a31200000001FHaAAM	795.6	1200	false	a3J2000000001OlEAI	2013-06-26T06:45:22.000Z	INR	a342000000005QQAAY		a0l200000061FFPAA2	72	a3J2000000001OlEAI		a342000000005QQAAY	a3L2000000009UXEAY	2067.6	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	5082	RPP-05713	2013-06-26T06:23:52.000Z	a31200000001FHiAAM	1287	3300	false	a3J2000000001OLEAY	2013-06-26T06:45:22.000Z	INR	a342000000005Q0AAI		a0l200000061FFHAA2	495	a3J2000000001OLEAY		a342000000005Q0AAI	a3L2000000009UeEAI	5082	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	861.5	RPP-05715	2013-06-26T06:23:52.000Z	a31200000001A2VAAU	331.5	500	false		2013-06-26T06:23:52.000Z	INR	a342000000005QQAAY			30	a3J2000000001OlEAI			a3L2000000009UgEAI	861.5	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	3790.6	RPP-05718	2013-06-26T06:23:52.000Z	a31200000001EH5AAM	1458.6	2200	false		2013-06-26T06:23:52.000Z	INR	a342000000005QQAAY			132	a3J2000000001OlEAI			a3L2000000009UjEAI	3790.6	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	329	RPP-05720	2013-06-26T06:23:52.000Z	a31200000000u7NAAQ	117	200	false		2013-06-26T06:23:52.000Z	INR	a342000000005RfAAI			12	a3J2000000001Q3EAI			a3L2000000009UlEAI	329	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1409.2	RPP-05722	2013-06-26T06:23:52.000Z	a31200000001EHcAAM	0	1300	false		2013-06-26T06:23:52.000Z	INR	a342000000005RtAAI			109.2	a3J2000000001QJEAY			a3L2000000009UnEAI	1409.2	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	3290	RPP-05728	2013-06-26T06:23:52.000Z	a31200000001EHaAAM	1170	2000	false		2013-06-26T06:23:52.000Z	INR	a342000000005RgAAI			120	a3J2000000001Q4EAI			a3L2000000009UtEAI	3290	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	2961	RPP-05729	2013-06-26T06:23:52.000Z	a31200000001A2iAAE	1053	1800	false		2013-06-26T06:23:52.000Z	INR	a342000000005RfAAI			108	a3J2000000001Q3EAI			a3L2000000009UuEAI	2961	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1484	RPP-05737	2013-06-26T06:23:52.000Z	a31200000001EHgAAM	0	1400	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q6AAI			84	a3J2000000001OREAY			a3L2000000009V2EAI	1484	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1484	RPP-05745	2013-06-26T06:23:52.000Z	a31200000001A2kAAE	0	1400	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q6AAI			84	a3J2000000001OREAY			a3L2000000009VAEAY	1484	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	3700	RPP-05748	2013-06-26T06:23:52.000Z	a31200000001A2dAAE	975	2500	false		2013-06-26T06:23:52.000Z	INR	a342000000005TeAAI			225	a3J2000000001WIEAY			a3L2000000009VDEAY	3700	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	742	RPP-05749	2013-06-26T06:23:52.000Z	a31200000001EHDAA2	0	700	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q6AAI			42	a3J2000000001OREAY			a3L2000000009VEEAY	742	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	493.5	RPP-05758	2013-06-26T06:23:52.000Z	a31200000001FI2AAM	175.5	300	false	a3J2000000001Q3EAI	2013-06-26T06:45:22.000Z	INR	a342000000005RfAAI		a0l200000061FExAAM	18	a3J2000000001Q3EAI		a342000000005RfAAI	a3L2000000009VNEAY	493.5	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1179.2	RPP-05761	2013-06-26T06:23:52.000Z	a31200000001EH9AAM	0	1100	false		2013-06-26T06:23:52.000Z	INR	a342000000005RpAAI			79.2	a3J2000000001QFEAY			a3L2000000009VQEAY	1179.2	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1272	RPP-05772	2013-06-26T06:23:52.000Z	a31200000001A2aAAE	0	1200	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q6AAI			72	a3J2000000001OREAY			a3L2000000009VbEAI	1272	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	2265	RPP-05780	2013-06-26T06:23:52.000Z	a31200000001EH2AAM	585	1500	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q7AAI			180	a3J2000000001OSEAY			a3L2000000009VjEAI	2265	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	3322	RPP-05781	2013-06-26T06:23:52.000Z	a31200000000u79AAA	858	2200	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q7AAI			264	a3J2000000001OSEAY			a3L2000000009VkEAI	3322	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	1645	RPP-05788	2013-06-26T06:23:52.000Z	a31200000001FHkAAM	585	1000	false	a3J2000000001Q3EAI	2013-06-26T06:45:22.000Z	INR	a342000000005RfAAI		a0l200000061FFFAA2	60	a3J2000000001Q3EAI		a342000000005RfAAI	a3L2000000009VrEAI	1645	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	214.4	RPP-05803	2013-06-26T06:23:52.000Z	a31200000001FI5AAM	0	200	false	a3J2000000001QFEAY	2013-06-26T06:45:22.000Z	INR	a342000000005RpAAI		a0l200000061FEuAAM	14.4	a3J2000000001QFEAY		a342000000005RpAAI	a3L2000000009W6EAI	214.4	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	2067.6	RPP-05810	2013-06-26T06:24:21.000Z	a31200000001EH0AAM	795.6	1200	false		2013-06-26T06:24:21.000Z	INR	a342000000005QQAAY			72	a3J2000000001OlEAI			a3L2000000009WDEAY	2067.6	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	1680	RPP-05812	2013-06-26T06:24:21.000Z	a31200000001EHXAA2	0	1500	false		2013-06-26T06:24:21.000Z	INR	a342000000005RbAAI			180	a3J2000000001PzEAI			a3L2000000009WFEAY	1680	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	214.4	RPP-05817	2013-06-26T06:24:21.000Z	a31200000001EHPAA2	0	200	false		2013-06-26T06:24:21.000Z	INR	a342000000005RpAAI			14.4	a3J2000000001QFEAY			a3L2000000009WKEAY	214.4	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	3290	RPP-05818	2013-06-26T06:24:21.000Z	a31200000001A2hAAE	1170	2000	false		2013-06-26T06:24:21.000Z	INR	a342000000005RIAAY			120	a3J2000000001PgEAI			a3L2000000009WLEAY	3290	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	327.2	RPP-05820	2013-06-26T06:24:21.000Z	a31200000001EHTAA2	109.2	200	false		2013-06-26T06:24:21.000Z	INR	a342000000005RoAAI			18	a3J2000000001QDEAY			a3L2000000009WNEAY	327.2	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	2961	RPP-05844	2013-06-26T06:24:21.000Z	a31200000001EHeAAM	1053	1800	false		2013-06-26T06:24:21.000Z	INR	a342000000005RfAAI			108	a3J2000000001Q3EAI			a3L2000000009WlEAI	2961	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	2265	RPP-05848	2013-06-26T06:24:21.000Z	a31200000001FHcAAM	585	1500	false	a3J2000000001OSEAY	2013-06-26T06:45:22.000Z	INR	a342000000005Q7AAI		a0l200000061FFNAA2	180	a3J2000000001OSEAY		a342000000005Q7AAI	a3L2000000009WpEAI	2265	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	755	RPP-05850	2013-06-26T06:24:21.000Z	a31200000001EHQAA2	195	500	false		2013-06-26T06:24:21.000Z	INR	a342000000005Q7AAI			60	a3J2000000001OSEAY			a3L2000000009WrEAI	755	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	1645	RPP-05858	2013-06-26T06:24:21.000Z	a31200000001EHAAA2	585	1000	false		2013-06-26T06:24:21.000Z	INR	a342000000005RfAAI			60	a3J2000000001Q3EAI			a3L2000000009WzEAI	1645	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	1078	RPP-05860	2013-06-26T06:24:21.000Z	a31200000001FI4AAM	273	700	false	a3J2000000001OLEAY	2013-06-26T06:45:22.000Z	INR	a342000000005Q0AAI		a0l200000061FEvAAM	105	a3J2000000001OLEAY		a342000000005Q0AAI	a3L2000000009X1EAI	1078	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	3290	RPP-05862	2013-06-26T06:24:21.000Z	a31200000001FIDAA2	1170	2000	false	a3J2000000001PgEAI	2013-06-26T06:45:22.000Z	INR	a342000000005RIAAY		a0l200000061FEmAAM	120	a3J2000000001PgEAI		a342000000005RIAAY	a3L2000000009X3EAI	3290	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	3290	RPP-05874	2013-06-26T06:24:21.000Z	a31200000001A2eAAE	1170	2000	false		2013-06-26T06:24:21.000Z	INR	a342000000005RgAAI			120	a3J2000000001Q4EAI			a3L2000000009XFEAY	3290	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	542	RPP-05875	2013-06-26T06:24:21.000Z	a31200000001A27AAE	0	500	false		2013-06-26T06:24:21.000Z	INR	a342000000005RtAAI			42	a3J2000000001QJEAY			a3L2000000009XGEAY	542	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	1409.2	RPP-05880	2013-06-26T06:24:21.000Z	a31200000001FICAA2	0	1300	false	a3J2000000001QJEAY	2013-06-26T06:45:22.000Z	INR	a342000000005RtAAI		a0l200000061FEnAAM	109.2	a3J2000000001QJEAY		a342000000005RtAAI	a3L2000000009XLEAY	1409.2	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	924	RPP-05881	2013-06-26T06:24:21.000Z	a31200000000u7PAAQ	234	600	false		2013-06-26T06:24:21.000Z	INR	a342000000005Q0AAI			90	a3J2000000001OLEAY			a3L2000000009XMEAY	924	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	1378.4	RPP-05882	2013-06-26T06:24:21.000Z	a31200000001A2jAAE	530.4	800	false		2013-06-26T06:24:21.000Z	INR	a342000000005QQAAY			48	a3J2000000001OlEAI			a3L2000000009XNEAY	1378.4	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	1166	RPP-05887	2013-06-26T06:24:21.000Z	a31200000001FHbAAM	0	1100	false	a3J2000000001OREAY	2013-06-26T06:45:22.000Z	INR	a342000000005Q6AAI		a0l200000061FFOAA2	66	a3J2000000001OREAY		a342000000005Q6AAI	a3L2000000009XSEAY	1166	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	3700	RPP-05889	2013-06-26T06:24:21.000Z	a31200000001EHZAA2	975	2500	false		2013-06-26T06:24:21.000Z	INR	a342000000005TeAAI			225	a3J2000000001WIEAY			a3L2000000009XUEAY	3700	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	214.4	RPP-05891	2013-06-26T06:24:21.000Z	a31200000001FHzAAM	0	200	false	a3J2000000001QFEAY	2013-06-26T06:45:22.000Z	INR	a342000000005RpAAI		a0l200000061FF0AAM	14.4	a3J2000000001QFEAY		a342000000005RpAAI	a3L2000000009XWEAY	214.4	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	3322	RPP-05893	2013-06-26T06:24:21.000Z	a31200000001FHeAAM	858	2200	false	a3J2000000001OSEAY	2013-06-26T06:45:22.000Z	INR	a342000000005Q7AAI		a0l200000061FFLAA2	264	a3J2000000001OSEAY		a342000000005Q7AAI	a3L2000000009XYEAY	3322	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:45:22.000Z	00520000001MO8DAAW		0	SIP	0	1378.4	RPP-05894	2013-06-26T06:24:21.000Z	a31200000001FIFAA2	530.4	800	false	a3J2000000001OlEAI	2013-06-26T06:45:22.000Z	INR	a342000000005QQAAY		a0l200000061FEkAAM	48	a3J2000000001OlEAI		a342000000005QQAAY	a3L2000000009XZEAY	1378.4	00520000001MO8DAAW	0012000000op6K8AAI
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	9047.5	RPP-05784	2013-06-26T06:23:52.000Z	a31200000000c5XAAQ	3217.5	5500	false		2013-06-26T06:23:52.000Z	INR	a342000000005RfAAI			330	a3J2000000001Q3EAI			a3L2000000009VnEAI	9047.5	00520000001MO8DAAW	0012000000pcDtLAAU
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	12061	RPP-05830	2013-06-26T06:24:21.000Z	a31200000000c5WAAQ	4641	7000	false		2013-06-26T06:24:21.000Z	INR	a342000000005QQAAY			420	a3J2000000001OlEAI			a3L2000000009WXEAY	12061	00520000001MO8DAAW	0012000000pcDtLAAU
0	0	2013-07-18T11:20:52.000Z	00520000001MO8DAAW		0	SIP	0	9100	RPP-05616	2013-06-26T06:23:52.000Z	a31200000001V12AAE	0	9100	false		2013-07-18T11:20:52.000Z	INR	a342000000005xfAAA			0	a3J2000000001Z3EAI			a3L2000000009T5EAI	9100	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1590	RPP-05627	2013-06-26T06:23:52.000Z	a31200000001V10AAE	0	1500	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q6AAI			90	a3J2000000001OREAY			a3L2000000009TGEAY	1590	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	4681	RPP-05717	2013-06-26T06:23:52.000Z	a31200000001V0yAAE	1209	3100	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q7AAI			372	a3J2000000001OSEAY			a3L2000000009UiEAI	4681	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1812	RPP-05754	2013-06-26T06:23:52.000Z	a31200000001V0pAAE	468	1200	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q7AAI			144	a3J2000000001OSEAY			a3L2000000009VJEAY	1812	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	424	RPP-05770	2013-06-26T06:23:52.000Z	a31200000001V0nAAE	0	400	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q6AAI			24	a3J2000000001OREAY			a3L2000000009VZEAY	424	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	3926	RPP-05797	2013-06-26T06:23:52.000Z	a31200000001V0tAAE	1014	2600	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q7AAI			312	a3J2000000001OSEAY			a3L2000000009W0EAI	3926	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1895.3	RPP-05805	2013-06-26T06:23:52.000Z	a31200000001V0kAAE	729.3	1100	false		2013-06-26T06:23:52.000Z	INR	a342000000005QQAAY			66	a3J2000000001OlEAI			a3L2000000009W8EAI	1895.3	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	5099.5	RPP-05807	2013-06-26T06:24:21.000Z	a31200000001V0wAAE	1813.5	3100	false		2013-06-26T06:24:21.000Z	INR	a342000000005RfAAI			186	a3J2000000001Q3EAI			a3L2000000009WAEAY	5099.5	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	7238	RPP-05822	2013-06-26T06:24:21.000Z	a31200000001V0zAAE	1833	4700	false		2013-06-26T06:24:21.000Z	INR	a342000000005Q0AAI			705	a3J2000000001OLEAY			a3L2000000009WPEAY	7238	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:24:21.000Z	00520000001MO8DAAW		0	SIP	0	4307.5	RPP-05839	2013-06-26T06:24:21.000Z	a31200000001V0sAAE	1657.5	2500	false		2013-06-26T06:24:21.000Z	INR	a342000000005QQAAY			150	a3J2000000001OlEAI			a3L2000000009WgEAI	4307.5	00520000001MO8DAAW	0012000000pr3jXAAQ
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1645	RPP-05620	2013-06-26T06:23:52.000Z	a31200000000VdZAAU	585	1000	false		2013-06-26T06:23:52.000Z	INR	a342000000005RIAAY			60	a3J2000000001PgEAI			a3L2000000009T9EAI	1645	00520000001MO8DAAW	0012000000prQzeAAE
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	758.8	RPP-05622	2013-06-26T06:23:52.000Z	a31200000000VdRAAU	0	700	false		2013-06-26T06:23:52.000Z	INR	a342000000005RtAAI			58.8	a3J2000000001QJEAY			a3L2000000009TBEAY	758.8	00520000001MO8DAAW	0012000000prQzeAAE
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	2168	RPP-05687	2013-06-26T06:23:52.000Z	a31200000000VdWAAU	0	2000	false		2013-06-26T06:23:52.000Z	INR	a342000000005RtAAI			168	a3J2000000001QJEAY			a3L2000000009UEEAY	2168	00520000001MO8DAAW	0012000000prQzeAAE
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	5512	RPP-05769	2013-06-26T06:23:52.000Z	a31200000000VdSAAU	0	5200	false		2013-06-26T06:23:52.000Z	INR	a342000000005Q6AAI			312	a3J2000000001OREAY			a3L2000000009VYEAY	5512	00520000001MO8DAAW	0012000000prQzeAAE
0	0	2013-06-26T06:23:52.000Z	00520000001MO8DAAW		0	SIP	0	1974	RPP-05777	2013-06-26T06:23:52.000Z	a31200000000VdbAAE	702	1200	false		2013-06-26T06:23:52.000Z	INR	a342000000005RIAAY			72	a3J2000000001PgEAI			a3L2000000009VgEAI	1974	00520000001MO8DAAW	0012000000prQzeAAE
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	3962.5	RPP-04980	2013-06-25T13:11:22.000Z	a31200000000wXSAAY	1462.5	2500	false		2013-06-25T13:11:22.000Z	INR	a342000000005ReAAI			0	a3J2000000001Q2EAI			a3L2000000009INEAY	3962.5	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	5547.5	RPP-04982	2013-06-25T13:11:22.000Z	a31200000000wXRAAY	2047.5	3500	false		2013-06-25T13:11:22.000Z	INR	a342000000005ReAAI			0	a3J2000000001Q2EAI			a3L2000000009IPEAY	5547.5	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	1510	RPP-04987	2013-06-25T13:11:22.000Z	a31200000000wXVAAY	390	1000	false		2013-06-25T13:11:22.000Z	INR	a342000000005Q7AAI			120	a3J2000000001OSEAY			a3L2000000009IUEAY	1510	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	2597.5	RPP-04996	2013-06-25T13:11:22.000Z	a31200000000wXTAAY	97.5	2500	false		2013-06-25T13:11:22.000Z	INR	a342000000005QCAAY			0	a3J2000000001OXEAY			a3L2000000009IdEAI	2597.5	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	11095	RPP-05004	2013-06-25T13:11:22.000Z	a31200000000wXXAAY	4095	7000	false		2013-06-25T13:11:22.000Z	INR	a342000000005ReAAI			0	a3J2000000001Q2EAI			a3L2000000009IlEAI	11095	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	3636.5	RPP-05011	2013-06-25T13:11:22.000Z	a31200000000wXQAAY	136.5	3500	false		2013-06-25T13:11:22.000Z	INR	a342000000005QCAAY			0	a3J2000000001OXEAY			a3L2000000009IsEAI	3636.5	00520000001MO8DAAW	0012000000SENJjAAP
0	0	2013-06-25T13:11:22.000Z	00520000001MO8DAAW		0	SIP	0	1060	RPP-05021	2013-06-25T13:11:22.000Z	a31200000000wXUAAY	0	1000	false		2013-06-25T13:11:22.000Z	INR	a342000000005Q6AAI			60	a3J2000000001OREAY			a3L2000000009J2EAI	1060	00520000001MO8DAAW	0012000000SENJjAAP
